entid,CaseType,Probability,lime
26575424,3,[0.00688196 0.06915951 0.00791807 0.91604046],"[('region_id > 348.50', 0.17857608122990182), ('BUSST > 11.00', 0.16182367685187157), ('registertype > 8.00', -0.15842963061129994), ('taxtype4 <= 0.00', -0.13223674291040655), ('certificate_num <= 0.00', 0.12726763024101054), ('taxtype1 <= 0.00', -0.12494627428291946), ('tax_dum <= 0.00', -0.08492227140347594), ('TOTEQU <= 77369.64', -0.07705881637128703), ('EXENUM <= 0.00', 0.07532792208390249), ('LIMPARNUM <= 0.00', 0.07080584510418178)]"
646618607,4,[0.06198239 0.24630568 0.32253637 0.36917556],"[(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' ')]"
913367375,3,[0.04188092 0.25218699 0.07204314 0.63388895],"[('region_id > 348.50', 0.18585999478807969), ('BUSST > 11.00', 0.1736297893694371), ('registertype > 8.00', -0.15224901582124287), ('taxtype4 <= 0.00', 0.12527461766316533), ('certificate_num <= 0.00', 0.11816800635514761), ('taxtype0 <= 0.00', -0.1075898444774819), ('taxtype5 <= 0.00', -0.10297670363331694), ('honor_num <= 0.00', -0.09526717136907577), ('so1 <= 0.00', 0.07953665967688114), ('tax_dum <= 0.00', -0.05028367314120713)]"
1121720437,3,[0.10082651 0.2374541  0.07995722 0.58176217],"[('0.00 < BUSST <= 9.91', -0.3183114661115853), ('EXENUM <= 0.00', 0.1976935475785505), ('region_id > 348.50', 0.18912160921580015), ('registertype > 8.00', -0.15937605943380753), ('taxtype0 <= 0.00', 0.15078587532337828), ('certificate_num <= 0.00', 0.10996093900010181), ('so1 <= 0.00', 0.0870406811851658), ('LIMPARNUM <= 0.00', 0.06619410758273321), ('PROGRO <= 3076.90', 0.060425815821320845), ('taxtype3 <= 0.00', 0.029005945976406492)]"
106493943,4,[0.07726673 0.26551821 0.36147299 0.29574206],"[(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' ')]"
367149101,4,[0.16823807 0.28344321 0.30181091 0.24650781],"[(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' ')]"
23396983,4,[0.18850049 0.26129027 0.1910731  0.35913613],"[(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' ')]"
1050585695,1,[0.04401824 0.72352586 0.08068751 0.15176838],"[('0.00 < BUSST <= 9.91', 0.14522398947054468), ('INDUSTRYPHY <= 10.00', 0.11752908199782275), ('registertype > 8.00', 0.1139454189900738), ('taxtype3 <= 0.00', 0.098495960516205), ('tax_state_3 > 0.00', 0.08976408349822176), ('taxtype9 > 0.00', 0.08976408349821449), ('tax_type_abnormal_0 > 0.00', 0.08976408349821444), ('taxtype0 <= 0.00', -0.08443959494784098), ('region_id > 348.50', -0.0762828012302984), ('honor_num <= 0.00', 0.06855653877030544)]"
706063241,1,[0.04897372 0.591858   0.02834524 0.33082304],"[('0.00 < BUSST <= 9.91', 0.1344719726300462), ('EXENUM <= 0.00', -0.12342200056341354), ('10.00 < INDUSTRYPHY <= 11.00', -0.11855345099879645), ('registertype > 8.00', 0.10500671758121546), ('taxtype9 > 0.00', 0.07650517418092682), ('tax_type_abnormal_0 > 0.00', 0.0765051741809266), ('tax_state_3 > 0.00', 0.07650517418092653), ('taxtype3 <= 0.00', -0.07159131968194031), ('taxtype2 <= 0.00', -0.05506001017010174), ('tax_dum <= 0.00', 0.05323939774614718)]"
271874611,4,[0.10381163 0.43509648 0.05860794 0.40248394],"[(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' ')]"
754401537,3,[0.04404902 0.05011676 0.12045806 0.78537616],"[('taxtype3 <= 0.00', 0.21306241409541082), ('honor_num <= 0.00', 0.18410415279051856), ('BUSST > 11.00', 0.1766034160320335), ('region_id > 348.50', 0.1755162253149825), ('registertype > 8.00', -0.16569896918418628), ('certificate_num <= 0.00', 0.12413727580051556), ('taxtype5 <= 0.00', -0.11236504774080652), ('tax_dum <= 0.00', -0.1015352686846633), ('year > 7.00', -0.09507304962489557), ('LIMPARNUM <= 0.00', -0.07628173884278074)]"
1054940749,3,[0.07610878 0.26721097 0.08153428 0.57514597],"[('0.00 < BUSST <= 9.91', -0.3334466894202193), ('region_id > 348.50', 0.17677010218046224), ('registertype > 8.00', -0.15453169828669197), ('taxtype1 <= 0.00', 0.14756881278933304), ('certificate_num <= 0.00', 0.12934695820363826), ('EXENUM <= 0.00', 0.09271250163703491), ('so1 <= 0.00', 0.07922826067805569), ('taxtype3 <= 0.00', 0.0791519450486662), ('taxtype2 <= 0.00', -0.07254763495854184), ('ALTTIME > 9.00', -0.07220242288637745)]"
532703855,1,[0.06890748 0.59555447 0.26069174 0.07484631],"[('0.00 < BUSST <= 9.91', 0.14100368933846907), ('INDUSTRYPHY <= 10.00', 0.11632420422749486), ('registertype > 8.00', 0.10879209146761322), ('EXENUM <= 0.00', -0.10762823545469108), ('region_id > 348.50', -0.07598787001507465), ('honor_num <= 0.00', 0.07066908782612862), ('taxtype4 <= 0.00', 0.06915212193931607), ('tax_dum <= 0.00', -0.06095036245073712), ('taxtype5 <= 0.00', -0.05387314183111877), ('taxtype6 <= 0.00', -0.05090483740944725)]"
588112005,1,[0.05154409 0.76438042 0.0942357  0.0898398 ],"[('honor_num <= 0.00', -0.18100529349382125), ('0.00 < BUSST <= 9.91', 0.1393525963474346), ('INDUSTRYPHY <= 10.00', 0.12058896799611456), ('taxtype0 <= 0.00', -0.11082264164023302), ('registertype > 8.00', 0.10350431824404087), ('tax_type_abnormal_0 > 0.00', 0.1027860356898081), ('taxtype9 > 0.00', 0.1027860356898081), ('tax_state_3 > 0.00', 0.10278603568980808), ('EXENUM <= 0.00', -0.07838878850948458), ('region_id > 348.50', -0.07298146359294565)]"
120527222,4,[0.18502565 0.25095305 0.13069401 0.43332728],"[(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' ')]"
894251596,4,[0.12778877 0.316547   0.08306106 0.47260317],"[(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' ')]"
844571032,3,[0.00742304 0.02676533 0.0090204  0.95679124],"[('region_id > 348.50', 0.18141474358396759), ('BUSST > 11.00', 0.17636525275723783), ('registertype > 8.00', -0.15060270796636763), ('certificate_num <= 0.00', 0.14321670609667597), ('so1 <= 0.00', 0.08509237902852214), ('taxtype6 <= 0.00', 0.06920524849898933), ('taxtype4 <= 0.00', 0.0639451863028077), ('PROGRO <= 3076.90', -0.05681835633969719), ('honor_num <= 0.00', -0.03793099409862057), ('tax_dum <= 0.00', 0.02067369347233262)]"
1031288467,1,[0.03803524 0.88758684 0.02263016 0.05174777],"[('0.00 < BUSST <= 9.91', 0.14412957919589697), ('tax_state_3 > 0.00', 0.12939427880876997), ('taxtype9 > 0.00', 0.12939427880876994), ('tax_type_abnormal_0 > 0.00', 0.1293942788087699), ('INDUSTRYPHY <= 10.00', 0.1264772972723201), ('registertype > 8.00', 0.11314781633491498), ('EXENUM <= 0.00', -0.10232571951752027), ('region_id > 348.50', -0.07435997418848683), ('province_1 <= 0.00', -0.07072030010266997), ('taxtype4 <= 0.00', -0.06518024290811354)]"
244208972,3,[0.01274802 0.06349923 0.02554436 0.89820839],"[('taxtype2 <= 0.00', 0.23258172320521595), ('BUSST > 11.00', 0.18124578678718403), ('registertype <= 8.00', 0.16006351386300727), ('LIMPARNUM <= 0.00', 0.14914094209938136), ('certificate_num <= 0.00', 0.12087499926024786), ('taxtype5 <= 0.00', -0.11141051743082396), ('taxtype6 <= 0.00', 0.1012116067601431), ('PROGRO <= 3076.90', -0.0815546317294633), ('province_1 <= 0.00', -0.08109674550110275), ('honor_num <= 0.00', -0.05034231327603207)]"
581905153,3,[0.00710155 0.0128253  0.04851896 0.93155419],"[('taxtype2 <= 0.00', 0.24603995513270457), ('BUSST > 11.00', 0.1915332701418121), ('honor_num <= 0.00', 0.18743523526459155), ('region_id > 348.50', 0.17308793531337344), ('taxtype5 <= 0.00', -0.15690810360415577), ('registertype > 8.00', -0.15122862713708665), ('certificate_num <= 0.00', 0.13056844027945952), ('taxtype0 <= 0.00', -0.12293471850550791), ('province_1 <= 0.00', 0.10779600104771352), ('taxtype3 <= 0.00', 0.07640341572719837)]"
553181905,1,[0.01856171 0.74031508 0.17688703 0.06423618],"[('taxtype2 <= 0.00', -0.15671448541503347), ('0.00 < BUSST <= 9.91', 0.14825807965193027), ('taxtype3 <= 0.00', -0.12502750005520213), ('10.00 < INDUSTRYPHY <= 11.00', -0.11599242817657521), ('EXENUM <= 0.00', -0.11500579188132312), ('registertype > 8.00', 0.10425115864983885), ('taxtype9 > 0.00', 0.08837933986304282), ('tax_type_abnormal_4 > 0.00', 0.0883793398630428), ('province_9 > 0.00', 0.08837933986304279), ('tax_state_3 > 0.00', 0.08837933986304129)]"
751034805,1,[0.00984795 0.89367465 0.08269839 0.01377901],"[('taxtype4 <= 0.00', -0.19007016156419307), ('0.00 < BUSST <= 9.91', 0.13040641244304169), ('INDUSTRYPHY <= 10.00', 0.11862373119974003), ('registertype > 8.00', 0.10515446062078533), ('province_9 > 0.00', 0.0976770249818985), ('taxtype9 > 0.00', 0.09767702498189848), ('tax_type_abnormal_4 > 0.00', 0.09767702498189845), ('tax_state_3 > 0.00', 0.09767702498189529), ('LIMPARNUM <= 0.00', 0.08446019974510163), ('taxtype1 <= 0.00', 0.08380737655049525)]"
928467304,1,[0.02724047 0.73868915 0.13562621 0.09844417],"[('0.00 < BUSST <= 9.91', 0.13882638532538744), ('INDUSTRYPHY <= 10.00', 0.12609916089304052), ('taxtype2 <= 0.00', 0.12494855079674634), ('registertype > 8.00', 0.10459375839435285), ('taxtype1 <= 0.00', -0.08120569443777025), ('taxtype9 > 0.00', 0.0647445259762528), ('tax_type_abnormal_4 > 0.00', 0.06474452597624933), ('province_9 > 0.00', 0.06474452597624933), ('tax_state_3 > 0.00', 0.06474452597624931), ('LIMPARNUM <= 0.00', -0.04351887033738622)]"
814820539,3,[0.01245174 0.02658207 0.04107078 0.91989542],"[('region_id > 348.50', 0.18639208923992856), ('BUSST > 11.00', 0.16867932442910064), ('registertype > 8.00', -0.16194292989157558), ('honor_num <= 0.00', 0.1262202297426501), ('taxtype5 <= 0.00', 0.11105708500470511), ('taxtype4 <= 0.00', 0.10909351628614232), ('certificate_num > 0.00', -0.10786613750126126), ('EXENUM <= 0.00', 0.08202453658369549), ('province_8 > 0.00', 0.06462109518742858), ('tax_type_abnormal_4 > 0.00', 0.06462109518742856)]"
205974207,3,[0.0590344  0.30054477 0.06206085 0.57835998],"[('0.00 < BUSST <= 9.91', -0.3215420978651417), ('region_id > 348.50', 0.1792035827529075), ('registertype > 8.00', -0.16806952784351548), ('taxtype4 <= 0.00', 0.11990406587253062), ('taxtype0 <= 0.00', 0.10788766755282032), ('taxtype6 <= 0.00', 0.10564299958786987), ('taxtype2 <= 0.00', 0.1000232121879443), ('taxtype1 <= 0.00', -0.07413861772181814), ('tax_type_abnormal_4 > 0.00', 0.05311426247351213), ('province_8 > 0.00', 0.05311426247351211)]"
289045650,3,[0.00749615 0.01393464 0.04047918 0.93809003],"[('region_id > 348.50', 0.17756837637186013), ('BUSST > 11.00', 0.16034082385529436), ('registertype > 8.00', -0.14094653656296638), ('certificate_num <= 0.00', 0.1348093027684879), ('taxtype4 <= 0.00', -0.10150718051056438), ('province_1 <= 0.00', 0.09683307734934479), ('taxtype3 <= 0.00', -0.0871311168813857), ('taxtype6 <= 0.00', 0.08607215142823271), ('so1 <= 0.00', 0.08429441741685467), ('LIMPARNUM <= 0.00', 0.04688901870640254)]"
804550396,3,[0.01684831 0.03226631 0.04488838 0.905997  ],"[('region_id > 348.50', 0.17986755198252283), ('BUSST > 11.00', 0.17910936627048732), ('registertype > 8.00', -0.16181431964240414), ('certificate_num > 0.00', -0.12048721963696368), ('taxtype2 <= 0.00', -0.1081083432438243), ('EXENUM <= 0.00', 0.08828300214527195), ('ttype_abnormal_2 <= 0.00', 0.06569556783397926), ('honor_num <= 0.00', 0.05428669694697027), ('tax_dum <= 0.00', 0.049132542387653785), ('taxtype6 <= 0.00', 0.03290144240780606)]"
1157719592,3,[0.00677605 0.01692937 0.03951909 0.9367755 ],"[('LIMPARNUM <= 0.00', -0.19111472883373207), ('region_id > 348.50', 0.18550216804846195), ('registertype > 8.00', -0.16896452536587797), ('BUSST > 11.00', 0.1683092978056444), ('taxtype6 <= 0.00', 0.149047887334612), ('certificate_num <= 0.00', 0.12140661869130631), ('ttype_abnormal_2 <= 0.00', 0.11031653473774633), ('taxtype0 <= 0.00', -0.09837124328909651), ('so1 <= 0.00', 0.0899337691056812), ('taxtype3 <= 0.00', -0.06329015333389412)]"
1148422298,3,[0.0372145  0.15730301 0.05225379 0.75322869],"[('BUSST > 11.00', 0.19471857079261504), ('registertype > 8.00', -0.16883381577732207), ('region_id > 348.50', 0.16323963404852193), ('taxtype3 <= 0.00', -0.12620527396225334), ('honor_num <= 0.00', -0.12270460153122052), ('certificate_num <= 0.00', 0.10661364061729618), ('ttype_abnormal_2 <= 0.00', 0.09488760860419643), ('so1 <= 0.00', 0.07921177209411989), ('year > 7.00', -0.0728418248936636), ('EXENUM <= 0.00', 0.07170568260712583)]"
589907050,3,[0.00823781 0.04225166 0.01546601 0.93404451],"[('region_id > 348.50', 0.18782414591525967), ('BUSST > 11.00', 0.18476771898023908), ('taxtype0 <= 0.00', -0.18452861030803894), ('LIMPARNUM <= 0.00', -0.1592775966018965), ('registertype > 8.00', -0.15152857516200677), ('certificate_num <= 0.00', 0.12544238087631743), ('so1 <= 0.00', 0.09634384695892857), ('ALTTIME > 9.00', -0.07823392235544001), ('taxtype2 <= 0.00', 0.06384553912264411), ('honor_num <= 0.00', 0.051088280504021644)]"
286249077,4,[0.06963569 0.32683937 0.15507068 0.44845426],"[(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' ')]"
767933803,1,[0.09760507 0.67674222 0.07243596 0.15321675],"[('0.00 < BUSST <= 9.91', 0.1394962950235024), ('tax_type_abnormal_4 > 0.00', 0.1346914883417068), ('province_8 > 0.00', 0.13469148834170677), ('taxtype3 <= 0.00', -0.11057476731237151), ('registertype > 8.00', 0.10695993847632694), ('LIMPARNUM <= 0.00', 0.08712479886500316), ('taxtype6 <= 0.00', 0.0760252761838889), ('region_id > 348.50', -0.07258860652648487), ('taxtype2 <= 0.00', 0.05624264403703506), ('taxtype0 <= 0.00', 0.04282805316068401)]"
545229784,4,[0.07937144 0.35724439 0.44426057 0.1191236 ],"[(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' ')]"
369907769,3,[0.00868659 0.01813465 0.01119027 0.96198849],"[('region_id > 348.50', 0.18014200732072677), ('BUSST > 11.00', 0.16282161022802552), ('registertype > 8.00', -0.1596939794606285), ('taxtype0 <= 0.00', 0.1512496283324226), ('certificate_num <= 0.00', 0.14005348425041242), ('taxtype3 <= 0.00', 0.1296735882986996), ('taxtype1 <= 0.00', -0.1176397344742586), ('taxtype6 <= 0.00', -0.08664657364974027), ('tax_dum <= 0.00', 0.06797030459682472), ('taxtype4 <= 0.00', 0.06242264111849888)]"
595732139,1,[0.01777453 0.8375205  0.06082463 0.08388034],"[('province_8 > 0.00', 0.15748905964224702), ('tax_type_abnormal_4 > 0.00', 0.15748905964224688), ('0.00 < BUSST <= 9.91', 0.14607489401797924), ('INDUSTRYPHY <= 10.00', 0.13469099189156353), ('registertype > 8.00', 0.11179701988683727), ('web_dum <= 0.00', -0.09123972497530819), ('region_id > 348.50', -0.08590296657007344), ('taxtype1 <= 0.00', -0.05741505882471883), ('ASSGRO <= 370525.71', -0.05282288932209315), ('PROGRO <= 3076.90', -0.04612769791053413)]"
975529059,1,[0.06932046 0.51780504 0.099823   0.3130515 ],"[('tax_dum <= 0.00', -0.16838029968816698), ('0.00 < BUSST <= 9.91', 0.14671285666987036), ('INDUSTRYPHY <= 10.00', 0.12692264486562294), ('registertype > 8.00', 0.10100825461266458), ('region_id > 348.50', -0.07583264265611607), ('taxtype4 <= 0.00', 0.07518595468099937), ('web_dum <= 0.00', -0.05912640321869784), ('tax_type_abnormal_4 > 0.00', 0.0525990054223766), ('province_8 > 0.00', 0.05259900542237659), ('taxtype0 <= 0.00', 0.03224498110795332)]"
196371498,1,[0.02070829 0.85915745 0.02343797 0.09669629],"[('province_8 > 0.00', 0.16987422957161058), ('tax_type_abnormal_4 > 0.00', 0.16987422957161052), ('0.00 < BUSST <= 9.91', 0.14571750576978101), ('INDUSTRYPHY <= 10.00', 0.11482659181760346), ('registertype > 8.00', 0.10328448503103378), ('region_id > 348.50', -0.07529516910171512), ('web_dum <= 0.00', -0.07411333644471445), ('honor_num <= 0.00', 0.06597321976932721), ('taxtype5 <= 0.00', 0.05032439533109657), ('taxtype3 <= 0.00', -0.004500041065409412)]"
342149367,4,[0.09199226 0.46610508 0.12523848 0.31666418],"[(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' ')]"
665767247,4,[0.07082789 0.38476094 0.06742037 0.4769908 ],"[(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' ')]"
505192797,3,[0.015845   0.05291758 0.07412684 0.85711057],"[('BUSST > 11.00', 0.1846638275156279), ('region_id > 348.50', 0.18201523370451195), ('registertype > 8.00', -0.15531821054416164), ('taxtype1 <= 0.00', 0.14149210544205942), ('certificate_num > 0.00', -0.13770116712774616), ('EXENUM <= 0.00', 0.10268628241960104), ('taxtype2 <= 0.00', -0.06482927874668418), ('tax_type_abnormal_4 > 0.00', 0.047246046667215456), ('province_8 > 0.00', 0.04724604666721544), ('tax_dum <= 0.00', 0.04389723082039296)]"
839154556,3,[0.06224596 0.2500869  0.05211942 0.63554771],"[('0.00 < BUSST <= 9.91', -0.32618722450123944), ('region_id > 348.50', 0.18255166634695824), ('taxtype4 <= 0.00', 0.17800526441095363), ('registertype > 8.00', -0.15942535769225186), ('certificate_num <= 0.00', 0.11167538861073918), ('EXENUM <= 0.00', 0.08697591129508868), ('so1 <= 0.00', 0.07625233897379338), ('tax_dum <= 0.00', -0.07348385907752925), ('taxtype2 <= 0.00', 0.07335975951902161), ('LIMPARNUM <= 0.00', -0.07064075035111463)]"
1063866717,3,[0.01669683 0.05652487 0.32116194 0.60561636],"[('LIMPARNUM <= 0.00', -0.19804099555269317), ('taxtype2 <= 0.00', -0.19464755671714826), ('region_id > 348.50', 0.17500912432113253), ('registertype > 8.00', -0.1671856055652073), ('BUSST > 11.00', 0.15271199376878267), ('certificate_num <= 0.00', 0.1379467427109953), ('taxtype4 <= 0.00', -0.13087770995362577), ('taxtype6 <= 0.00', -0.1152965397544551), ('taxtype0 <= 0.00', 0.09295649700060223), ('taxtype3 <= 0.00', 0.09170442246744427)]"
855724058,3,[0.01013255 0.06183267 0.03955568 0.8884791 ],"[('taxtype2 <= 0.00', 0.184509482836997), ('region_id > 348.50', 0.17944246679255021), ('BUSST > 11.00', 0.16831428264957538), ('registertype > 8.00', -0.1562632877573526), ('EXENUM <= 0.00', 0.15476183480441413), ('taxtype3 <= 0.00', 0.1469655932576894), ('certificate_num > 0.00', -0.14501730931756987), ('honor_num <= 0.00', 0.10352655455723991), ('province_8 > 0.00', 0.09932752230311272), ('LIMPARNUM <= 0.00', 0.09275385968198523)]"
489696441,1,[0.07338455 0.53712186 0.05797039 0.33152321],"[('0.00 < BUSST <= 9.91', 0.14455321439066257), ('LIMPARNUM <= 0.00', -0.13929267188453875), ('INDUSTRYPHY <= 10.00', 0.11491071120065113), ('EXENUM <= 0.00', -0.10966954255068642), ('registertype > 8.00', 0.10630770404226354), ('honor_num <= 0.00', 0.08284548657361214), ('region_id > 348.50', -0.07748604501773498), ('tax_dum <= 0.00', 0.06781374808741145), ('tax_type_abnormal_4 > 0.00', 0.05996053025878202), ('province_8 > 0.00', 0.05996053025878197)]"
1142187243,3,[0.03229173 0.02505937 0.03781393 0.90483497],"[('taxtype2 <= 0.00', -0.22572472295244278), ('taxtype3 <= 0.00', -0.17308019868930757), ('BUSST > 11.00', 0.15980333117458997), ('registertype <= 8.00', 0.15375029170875368), ('honor_num <= 0.00', -0.1456238046099331), ('taxtype0 <= 0.00', -0.1400319400265428), ('taxtype1 <= 0.00', -0.11710456575808903), ('tax_dum <= 0.00', -0.10916415941281228), ('certificate_num > 0.00', -0.10270050509777358), ('region_id <= 68.00', -0.08240318761971621)]"
484409931,3,[0.09010964 0.24968542 0.10803328 0.55217165],"[('0.00 < BUSST <= 9.91', -0.31854531108944373), ('region_id > 348.50', 0.18053337552053042), ('registertype > 8.00', -0.15942084840748144), ('EXENUM <= 0.00', 0.1389964509089125), ('taxtype5 <= 0.00', 0.13448493074387413), ('taxtype4 <= 0.00', 0.1313616037740298), ('certificate_num <= 0.00', 0.1294789671439632), ('tax_dum <= 0.00', 0.12250592149156657), ('taxtype3 <= 0.00', 0.11030262928823739), ('LIMPARNUM <= 0.00', -0.013614372811632924)]"
1217755268,3,[0.0089961  0.02139171 0.01038795 0.95922424],"[('BUSST > 11.00', 0.20876430745521174), ('region_id > 348.50', 0.18740912741906646), ('taxtype3 <= 0.00', 0.15706206523238603), ('registertype > 8.00', -0.15030354673148064), ('taxtype6 <= 0.00', 0.14664555924598888), ('certificate_num <= 0.00', 0.13578647889375642), ('PROGRO <= 3076.90', 0.09430661287815942), ('honor_num <= 0.00', -0.07382930363173391), ('taxtype5 <= 0.00', -0.06640017473541296), ('taxtype0 <= 0.00', -0.04143680294687504)]"
266874547,3,[0.00918526 0.07564724 0.01236741 0.90280009],"[('BUSST > 11.00', 0.18859625386431897), ('region_id > 348.50', 0.1793070322108469), ('registertype > 8.00', -0.14362599815227925), ('certificate_num <= 0.00', 0.12252251467653377), ('taxtype2 <= 0.00', -0.09062727947578646), ('taxtype6 <= 0.00', -0.07911591897617336), ('taxtype5 <= 0.00', -0.07313254895349881), ('PROGRO <= 3076.90', 0.06647855732821495), ('so1 <= 0.00', 0.06543239260610431), ('-1.00 < entertype_tax <= 0.00', -0.060426303866908615)]"
